hn_id,owner,repo,time_utc,post_time_utc,delta_24h,delta_48h,delta_168h,baseline_stars,launch_day_stars,hn_score,hn_comments,is_show_hn,post_hour_utc,post_weekday,is_weekend_post,title_len,has_numbers,has_exclamation,title_has_release,title_has_paper,owner_type,repo_age_days,readme_len,license_spdx,has_releases,stars_now,forks,open_issues,watchers,topics_has_llm,topics_has_rag,topics_has_transformers,topics_has_llama,topics_has_agent,topics_has_vector,topics_has_diffusion,ai_topic_any
44976568,ghostty-org,ghostty,2025-08-21T18:49:57+00:00,2025-08-21 18:49:57+00:00,105.0,140.0,350.0,34464.0,105.0,724,461,False,18,3,0,46,0,0,0,0,Organization,1241.0,8743.0,MIT,True,34828.0,1020.0,192.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44975562,mozilla-ai,mcpd,2025-08-21T17:27:43+00:00,2025-08-21 17:27:43+00:00,14.0,19.0,28.0,21.0,14.0,14,1,True,17,3,0,60,0,0,1,0,Organization,85.0,6964.0,Apache-2.0,True,52.0,3.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44972255,opactorai,claudable,2025-08-21T13:02:22+00:00,2025-08-21 13:02:22+00:00,138.0,369.0,1181.0,96.0,138.0,38,10,True,13,3,0,74,0,0,1,0,Organization,1.0,9508.0,MIT,False,1310.0,189.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44969622,growth-kinetics,diffmem,2025-08-21T06:20:11+00:00,2025-08-21 06:20:11+00:00,350.0,414.0,497.0,38.0,350.0,198,45,True,6,3,0,65,0,0,1,0,Organization,0.0,7280.0,,False,551.0,30.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44967505,jamesplotts,simpleide,2025-08-20T23:15:55+00:00,2025-08-20 23:15:55+00:00,78.0,87.0,93.0,0.0,78.0,100,54,False,23,2,0,9,0,0,0,0,User,3.0,9580.0,,False,95.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44966940,karpathy,rendergit,2025-08-20T21:56:49+00:00,2025-08-20 21:56:49+00:00,379.0,557.0,896.0,469.0,379.0,20,0,False,21,2,0,69,0,0,0,0,User,0.0,2066.0,,False,1442.0,120.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44966170,plutoprint,plutoprint,2025-08-20T20:37:58+00:00,2025-08-20 20:37:58+00:00,335.0,393.0,487.0,13.0,335.0,161,48,True,20,2,0,66,0,0,0,0,Organization,473.0,8939.0,MIT,True,599.0,22.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44965229,lsolbach,qclojure,2025-08-20T19:12:58+00:00,2025-08-20 19:12:58+00:00,1.0,1.0,1.0,23.0,1.0,20,0,False,19,2,0,69,0,0,0,0,User,80.0,7527.0,EPL-1.0,False,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44964916,zedless-editor,zed,2025-08-20T18:47:03+00:00,2025-08-20 18:47:03+00:00,688.0,797.0,947.0,48.0,688.0,555,322,False,18,2,0,58,0,0,1,0,Organization,187.0,1977.0,NOASSERTION,True,1011.0,17.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44964332,rhodey,bizcardz.ai,2025-08-20T17:54:22+00:00,2025-08-20 17:54:22+00:00,27.0,28.0,30.0,0.0,27.0,26,32,True,17,2,0,50,0,0,0,0,User,381.0,1656.0,NOASSERTION,False,30.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44963724,google,pytype,2025-08-20T17:04:51+00:00,2025-08-20 17:04:51+00:00,67.0,75.0,82.0,4907.0,67.0,199,66,False,17,2,0,19,0,0,0,0,Organization,3807.0,1769.0,NOASSERTION,False,4991.0,290.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44963324,okapi-core,okapi,2025-08-20T16:22:59+00:00,2025-08-20 16:22:59+00:00,9.0,9.0,9.0,1.0,9.0,14,5,True,16,2,0,60,0,0,0,0,User,8.0,8141.0,Apache-2.0,False,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44963135,luminal-ai,luminal,2025-08-20T16:01:13+00:00,2025-08-20 16:01:13+00:00,183.0,221.0,286.0,2098.0,183.0,152,60,True,16,2,0,57,0,0,0,0,Organization,763.0,7948.0,Apache-2.0,True,2396.0,144.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44962059,rasbt,llms-from-scratch,2025-08-20T14:01:26+00:00,2025-08-20 14:01:26+00:00,0.0,0.0,0.0,40000.0,0.0,415,57,False,14,2,0,63,1,0,0,0,User,758.0,16619.0,NOASSERTION,False,67666.0,9538.0,3.0,608.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44961890,brightdata,brightdata-mcp,2025-08-20T13:44:08+00:00,2025-08-20 13:44:08+00:00,11.0,18.0,47.0,1103.0,11.0,11,1,True,13,2,0,74,0,0,0,0,Organization,127.0,12424.0,MIT,False,1158.0,155.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44960594,automazeio,ccpm,2025-08-20T10:32:12+00:00,2025-08-20 10:32:12+00:00,899.0,1213.0,2983.0,6.0,899.0,174,112,True,10,2,0,50,0,0,0,0,Organization,1.0,16611.0,MIT,False,3184.0,311.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44958543,osyamato,os-yamato,2025-08-20T04:04:20+00:00,2025-08-20 04:04:20+00:00,9.0,9.0,21.0,3.0,9.0,18,8,True,4,2,0,73,0,0,0,0,User,117.0,4185.0,NOASSERTION,False,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44957291,brianredbeard,rucat,2025-08-19T23:41:35+00:00,2025-08-19 23:41:35+00:00,5.0,8.0,10.0,0.0,5.0,10,1,True,23,1,0,41,0,0,0,0,User,5.0,10594.0,GPL-3.0,True,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44956899,ghostty-org,ghostty,2025-08-19T22:37:56+00:00,2025-08-19 22:37:56+00:00,73.0,151.0,386.0,34344.0,73.0,11,3,False,22,1,0,46,0,0,0,0,Organization,1239.0,8743.0,MIT,True,34828.0,1020.0,192.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44956002,tintinweb,claude-code-container,2025-08-19T20:34:36+00:00,2025-08-19 20:34:36+00:00,42.0,49.0,62.0,3.0,42.0,32,12,False,20,1,0,79,0,0,0,0,User,0.0,3795.0,,False,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44955576,openai,openai-reflect,2025-08-19T19:48:38+00:00,2025-08-19 19:48:38+00:00,113.0,128.0,141.0,10.0,113.0,92,52,True,19,1,0,74,0,0,0,0,Organization,21.0,2754.0,MIT,False,154.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44955424,lemonade-sdk,lemonade,2025-08-19T19:35:16+00:00,2025-08-19 19:35:16+00:00,120.0,206.0,406.0,671.0,120.0,15,0,True,19,1,0,65,0,0,0,0,Organization,96.0,13122.0,Apache-2.0,True,1138.0,83.0,69.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
44955159,drbubble,arduinoos,2025-08-19T19:12:50+00:00,2025-08-19 19:12:50+00:00,10.0,10.0,33.0,23.0,10.0,58,5,False,19,1,0,16,1,0,0,0,User,3336.0,14852.0,NOASSERTION,True,56.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44953615,tambo-ai,tambo,2025-08-19T16:52:34+00:00,2025-08-19 16:52:34+00:00,6.0,7.0,13.0,610.0,6.0,11,16,True,16,1,0,77,0,0,0,0,Organization,429.0,8177.0,MIT,True,627.0,49.0,44.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
44953395,pi22by7,in-memoria,2025-08-19T16:29:45+00:00,2025-08-19 16:29:45+00:00,15.0,20.0,30.0,3.0,15.0,13,0,True,16,1,0,77,0,0,1,0,User,3.0,9809.0,MIT,False,39.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44952185,whatwg,html,2025-08-19T14:48:54+00:00,2025-08-19 14:48:54+00:00,4.0,8.0,36.0,8698.0,4.0,388,534,False,14,1,0,44,0,0,1,0,Organization,4394.0,879.0,NOASSERTION,False,8743.0,2968.0,2280.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44951200,inshinrei,halua,2025-08-19T13:20:37+00:00,2025-08-19 13:20:37+00:00,6.0,12.0,13.0,0.0,6.0,17,9,True,13,1,0,67,0,0,1,0,User,55.0,326.0,MIT,True,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44949617,xrip,pico-286,2025-08-19T08:53:23+00:00,2025-08-19 08:53:23+00:00,50.0,64.0,90.0,108.0,50.0,31,40,False,8,1,0,39,1,0,0,0,User,336.0,22627.0,MIT,True,202.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44946996,clemenselflein,openmower,2025-08-19T00:35:08+00:00,2025-08-19 00:35:08+00:00,614.0,702.0,807.0,4931.0,614.0,609,190,False,0,1,0,37,0,0,0,0,User,1300.0,9607.0,NOASSERTION,True,5786.0,339.0,25.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44945113,usestrix,strix,2025-08-18T20:43:13+00:00,2025-08-18 20:43:13+00:00,276.0,347.0,422.0,82.0,276.0,102,15,True,20,0,0,53,0,0,0,0,Organization,12.0,5052.0,Apache-2.0,False,547.0,53.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44945008,tiny-tpu-v2,tiny-tpu,2025-08-18T20:34:37+00:00,2025-08-18 20:34:37+00:00,440.0,533.0,725.0,11.0,440.0,271,17,False,20,0,0,74,0,0,0,0,Organization,91.0,10767.0,,False,825.0,57.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44944787,jgbrwn,retro-computing-stream,2025-08-18T20:13:38+00:00,2025-08-18 20:13:38+00:00,0.0,0.0,0.0,3.0,0.0,13,1,False,20,0,0,76,0,0,1,0,User,130.0,0.0,MIT,False,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44942731,epicenter-so,epicenter,2025-08-18T16:52:29+00:00,2025-08-18 16:52:29+00:00,682.0,955.0,1436.0,1355.0,682.0,590,151,True,16,0,0,70,0,0,0,0,Organization,886.0,8082.0,MIT,True,2912.0,170.0,109.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44941546,cvilsmeier,go-sqlite-bench,2025-08-18T15:13:39+00:00,2025-08-18 15:13:39+00:00,11.0,16.0,62.0,434.0,11.0,92,35,False,15,0,0,36,0,0,1,0,User,1890.0,8515.0,Unlicense,False,500.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44941043,gibsonai,memori,2025-08-18T14:29:32+00:00,2025-08-18 14:29:32+00:00,65.0,91.0,180.0,52.0,65.0,17,11,True,14,0,0,57,0,0,0,0,Organization,25.0,13785.0,NOASSERTION,True,251.0,21.0,14.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
44940974,wieslawsoltes,hackernewswatch,2025-08-18T14:22:48+00:00,2025-08-18 14:22:48+00:00,50.0,53.0,56.0,5.0,50.0,62,20,True,14,0,0,72,0,0,0,0,User,0.0,1515.0,,False,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44940485,ffmpeg,asm-lessons,2025-08-18T13:39:53+00:00,2025-08-18 13:39:53+00:00,487.0,577.0,656.0,8273.0,487.0,422,158,False,13,0,0,32,0,0,0,0,Organization,232.0,939.0,,False,9030.0,271.0,21.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44940089,awslabs,mcp,2025-08-18T12:57:28+00:00,2025-08-18 12:57:28+00:00,163.0,493.0,635.0,5401.0,163.0,227,93,False,12,0,0,27,0,0,1,0,Organization,150.0,164910.0,Apache-2.0,True,6111.0,810.0,189.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44939874,xyflow,strudel-flow,2025-08-18T12:34:43+00:00,2025-08-18 12:34:43+00:00,7.0,9.0,86.0,8.0,7.0,37,8,True,12,0,0,76,0,0,0,0,Organization,42.0,6134.0,AGPL-3.0,False,98.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44939873,tonbo-io,typed-arrow,2025-08-18T12:34:36+00:00,2025-08-18 12:34:36+00:00,25.0,37.0,105.0,38.0,25.0,48,8,True,12,0,0,58,0,0,0,0,Organization,3.0,7819.0,Apache-2.0,True,150.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44939642,universal-tool-calling-protocol,python-utcp,2025-08-18T11:56:03+00:00,2025-08-18 11:56:03+00:00,2.0,8.0,120.0,398.0,2.0,75,66,False,11,0,0,38,0,0,1,0,Organization,54.0,17116.0,MPL-2.0,False,528.0,34.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44938718,mikasjp,busybee,2025-08-18T09:11:16+00:00,2025-08-18 09:11:16+00:00,12.0,29.0,100.0,0.0,12.0,82,25,False,9,0,0,54,0,0,1,0,User,6.0,6048.0,Apache-2.0,True,101.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44938667,railsjazz,rails_charts,2025-08-18T09:00:53+00:00,2025-08-18 09:00:53+00:00,15.0,45.0,124.0,195.0,15.0,87,6,False,9,0,0,38,0,0,0,0,Organization,1216.0,11954.0,MIT,True,326.0,22.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44937978,eloqdata,eloqkv,2025-08-18T06:35:02+00:00,2025-08-18 06:35:02+00:00,4.0,106.0,142.0,236.0,4.0,54,45,False,6,0,0,75,1,0,1,0,Organization,193.0,10244.0,NOASSERTION,False,395.0,30.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44937346,isene,imdb,2025-08-18T04:13:56+00:00,2025-08-18 04:13:56+00:00,33.0,39.0,40.0,31.0,33.0,21,15,False,4,0,0,21,0,0,0,0,User,778.0,7059.0,Unlicense,False,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44936333,google,mangle,2025-08-18T00:55:35+00:00,2025-08-18 00:55:35+00:00,123.0,139.0,455.0,1126.0,123.0,103,19,False,0,0,0,54,0,0,1,0,Organization,997.0,5448.0,Apache-2.0,True,1761.0,79.0,8.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44935821,walterwanderley,sqlite-http-cache,2025-08-17T23:24:13+00:00,2025-08-17 23:24:13+00:00,5.0,5.0,5.0,4.0,5.0,10,0,False,23,6,1,58,0,0,0,0,User,12.0,2215.0,Apache-2.0,True,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44935169,ngafar,llama-scan,2025-08-17T21:40:47+00:00,2025-08-17 21:40:47+00:00,456.0,502.0,539.0,0.0,456.0,220,83,False,21,6,1,45,0,0,1,0,User,67.0,1338.0,MIT,False,624.0,33.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44934988,0xatrilla,liquidsky,2025-08-17T21:12:26+00:00,2025-08-17 21:12:26+00:00,15.0,17.0,21.0,4.0,15.0,20,12,True,21,6,1,33,0,0,1,0,User,1.0,7134.0,AGPL-3.0,False,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44934518,algolia,hn-search,2025-08-17T20:08:56+00:00,2025-08-17 20:08:56+00:00,7.0,7.0,9.0,568.0,7.0,200,50,False,20,6,1,47,0,0,0,0,Organization,4287.0,4154.0,NOASSERTION,False,579.0,73.0,31.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44934391,bgreenwell,doxx,2025-08-17T19:52:03+00:00,2025-08-17 19:52:03+00:00,852.0,1026.0,2264.0,14.0,852.0,261,72,True,19,6,1,54,0,0,1,0,User,1.0,9293.0,MIT,True,2637.0,55.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44933435,jgoyd,ios-18.5-bluetooth-privacy-vuln,2025-08-17T17:50:55+00:00,2025-08-17 17:50:55+00:00,13.0,16.0,17.0,0.0,13.0,78,25,False,17,6,1,42,1,0,1,0,User,0.0,1695.0,,False,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44932624,superilu,dosdevelresources,2025-08-17T16:10:37+00:00,2025-08-17 16:10:37+00:00,65.0,85.0,102.0,10.0,65.0,126,42,False,16,6,1,28,0,0,1,0,User,1.0,11461.0,MIT,False,114.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44931753,ahmedhosssam,chatbang,2025-08-17T14:21:08+00:00,2025-08-17 14:21:08+00:00,69.0,99.0,149.0,2.0,69.0,21,2,True,14,6,1,71,0,0,0,0,User,85.0,1728.0,MIT,True,154.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44928997,wan-video,wan2.2,2025-08-17T05:00:40+00:00,2025-08-17 05:00:40+00:00,347.0,437.0,662.0,3438.0,347.0,220,38,False,5,6,1,38,1,0,1,0,Organization,19.0,26177.0,Apache-2.0,False,4582.0,289.0,80.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44925853,robert-van-engelen,tinylisp,2025-08-16T18:37:17+00:00,2025-08-16 18:37:17+00:00,91.0,117.0,262.0,921.0,91.0,108,26,False,18,5,1,15,1,0,0,0,User,1129.0,15436.0,BSD-3-Clause,False,1206.0,65.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44925597,superstarryeyes,lue,2025-08-16T18:00:33+00:00,2025-08-16 18:00:33+00:00,183.0,218.0,352.0,12.0,183.0,99,23,True,18,5,1,56,0,0,0,0,User,0.0,7738.0,GPL-3.0,True,384.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44925333,context-labs,uwu,2025-08-16T17:26:27+00:00,2025-08-16 17:26:27+00:00,58.0,257.0,402.0,408.0,58.0,16,2,False,17,5,1,56,0,0,1,0,Organization,5.0,10349.0,MIT,False,837.0,36.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44922859,h0x0er,ebpf-snippets,2025-08-16T12:45:18+00:00,2025-08-16 12:45:18+00:00,3.0,7.0,11.0,0.0,3.0,12,2,True,12,5,1,51,0,0,1,0,User,0.0,882.0,MIT,True,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44922556,pgautoupgrade,docker-pgautoupgrade,2025-08-16T12:10:30+00:00,2025-08-16 12:10:30+00:00,0.0,35.0,50.0,854.0,0.0,27,16,False,12,5,1,74,1,0,0,0,Organization,770.0,8072.0,MIT,False,911.0,30.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44921674,clement-tourriere,dbcrust,2025-08-16T09:22:34+00:00,2025-08-16 09:22:34+00:00,3.0,4.0,63.0,5.0,3.0,28,19,False,9,5,1,31,0,0,0,0,User,29.0,6050.0,MIT,True,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44921467,ebeem,guile-swayer,2025-08-16T08:43:19+00:00,2025-08-16 08:43:19+00:00,0.0,0.0,23.0,98.0,0.0,77,9,False,8,5,1,38,0,0,0,0,User,427.0,16419.0,MIT,True,123.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44916908,hcloud-k8s,terraform-hcloud-kubernetes,2025-08-15T20:23:09+00:00,2025-08-15 20:23:09+00:00,40.0,57.0,71.0,138.0,40.0,18,1,False,20,4,0,51,0,0,0,0,Organization,296.0,45749.0,MIT,True,213.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44915220,wyattjoh,jmap-mcp,2025-08-15T17:39:02+00:00,2025-08-15 17:39:02+00:00,89.0,135.0,147.0,0.0,89.0,55,11,True,17,4,0,41,0,0,0,0,User,0.0,6919.0,MIT,False,148.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
44913930,vpdotnet,vpnetd-sgx,2025-08-15T15:54:35+00:00,2025-08-15 15:54:35+00:00,22.0,30.0,36.0,1.0,22.0,10,2,True,15,4,0,34,0,0,1,0,Organization,0.0,8845.0,NOASSERTION,False,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44911653,libgit2,libgit2,2025-08-15T12:42:25+00:00,2025-08-15 12:42:25+00:00,9.0,11.0,15.0,10076.0,9.0,11,1,False,12,4,0,34,1,0,0,0,Organization,5452.0,22889.0,NOASSERTION,True,10101.0,2507.0,494.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44911560,dani-garcia,vaultwarden,2025-08-15T12:31:54+00:00,2025-08-15 12:31:54+00:00,0.0,0.0,0.0,40000.0,0.0,186,98,False,12,4,0,54,0,0,1,0,User,2735.0,11097.0,AGPL-3.0,True,48481.0,2279.0,25.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44910671,pghookcom,pghook,2025-08-15T10:35:59+00:00,2025-08-15 10:35:59+00:00,31.0,43.0,61.0,0.0,31.0,39,5,True,10,4,0,78,0,0,0,0,Organization,5.0,10495.0,MIT,True,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44909599,whatwg,html,2025-08-15T07:37:13+00:00,2025-08-15 07:37:13+00:00,7.0,11.0,33.0,8678.0,7.0,73,96,False,7,4,0,44,0,0,1,0,Organization,4390.0,879.0,NOASSERTION,False,8743.0,2968.0,2280.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
44906985,nvidia,tilus,2025-08-14T23:36:46+00:00,2025-08-14 23:36:46+00:00,70.0,96.0,268.0,19.0,70.0,93,48,False,23,3,0,58,0,0,1,0,Organization,13.0,2301.0,Apache-2.0,True,315.0,7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
